ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0045333,cellular respiration,191,-0.4674791709784426,-2.1780644392391797,2.5299949348239735e-10,1.32663734400588e-7,1.252165914154028e-7,3897,"tags=54%, list=26%, signal=41%",64384/18432/18597/67130/56451/78920/67264/67834/66377/12858/56327/18747/11429/12974/66142/17869/66925/67003/66945/227197/76824/19017/68550/105675/68015/16155/66494/52637/27369/13063/68349/17449/75530/20917/12850/70556/17448/11651/170731/269523/66576/170718/108037/93757/66383/18293/12867/78830/66416/13603/17991/63873/66592/12861/22272/110826/12866/66916/103172/66108/66594/104112/107197/69875/226646/12859/269951/17995/50799/75406/407785/12122/14194/22273/114643/66218/104130/67273/68077/12868/67876/78330/20463/67267/230075/12857/15929/67680/66052/68342/68375/66495/67184/57320/67530/66152/54405/225887/66414/66091/595136/66128/227731/18124
GO:0046390,ribose phosphate biosynthetic process,167,-0.4786084125776314,-2.2061976211622985,6.658222865731855e-10,3.200385790795112e-7,3.020730584347821e-7,3892,"tags=49%, list=26%, signal=37%",67763/18597/216739/67130/67264/66377/23971/67054/12048/71743/56749/60525/17869/66925/66945/227197/433256/14081/19017/69719/22247/68349/55951/171567/18102/11637/70025/269523/23917/237823/270076/11636/78830/66416/20848/17991/66355/66592/224129/66916/66108/230103/104112/107197/69875/226646/17995/50799/75406/108147/407785/13806/66218/104130/67273/14923/22271/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/11674/54405/225887/14381/18103/66414/66091/595136/54369/80914/11514
GO:0009260,ribonucleotide biosynthetic process,161,-0.4849393285046947,-2.221765740680811,9.955212340935469e-10,4.4170511371165983e-7,4.169097832171518e-7,3836,"tags=50%, list=26%, signal=37%",18597/216739/67130/67264/66377/23971/67054/12048/71743/56749/60525/17869/66925/66945/227197/433256/14081/19017/69719/22247/68349/55951/171567/18102/11637/70025/269523/23917/237823/270076/11636/78830/66416/20848/17991/66355/66592/224129/66916/66108/230103/104112/107197/69875/226646/17995/50799/75406/108147/407785/13806/66218/104130/67273/14923/22271/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/11674/54405/225887/18103/66414/66091/595136/54369/80914/11514
GO:0009060,aerobic respiration,146,-0.49801723168741874,-2.2235420800111663,1.6880462699070674e-9,6.954750632017118e-7,6.564342336811544e-7,4280,"tags=64%, list=29%, signal=46%",66072/14004/69089/68202/14467/239017/102060/64384/18597/67130/56451/78920/67264/67834/66377/12858/56327/11429/12974/66142/17869/66925/67003/66945/227197/76824/68550/105675/27369/13063/68349/17449/20917/12850/70556/17448/11651/269523/66576/170718/108037/66383/18293/12867/66416/17991/63873/66592/12861/22272/12866/66916/103172/66108/66594/104112/107197/69875/226646/12859/269951/17995/75406/407785/12122/14194/22273/66218/104130/67273/68077/12868/78330/20463/67267/230075/12857/15929/67680/66052/68342/68375/66495/67184/57320/67530/66152/54405/225887/66414/66091/595136/66128
GO:0042274,ribosomal small subunit biogenesis,101,-0.5635849406585204,-2.3796562639805496,1.940002630867109e-9,7.459956783227656e-7,7.041188496031359e-7,3508,"tags=56%, list=24%, signal=43%",102462/18148/105372/55989/67222/69499/27993/57315/50529/224823/213895/14791/20044/20826/67941/67619/20935/75416/73736/78651/20085/22596/74778/68979/104662/353258/20042/59028/213773/14109/110816/105244208/57294/20088/66475/66481/67134/20054/30946/68052/27207/20068/16785/20055/20116/20115/76846/20104/53414/20103/21771/20091/67671/54127/267019/75617/14113
GO:0009152,purine ribonucleotide biosynthetic process,150,-0.4861930802270493,-2.1885945870479353,3.27778619989824e-9,1.1816419250633155e-6,1.1153098832811642e-6,3836,"tags=50%, list=26%, signal=38%",18597/216739/67130/67264/66377/23971/67054/12048/71743/60525/17869/66925/66945/227197/433256/14081/19017/68349/55951/171567/18102/11637/70025/269523/23917/237823/270076/11636/78830/66416/20848/17991/66355/66592/224129/66916/66108/230103/104112/107197/69875/226646/17995/50799/75406/108147/407785/13806/66218/104130/67273/14923/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/11674/54405/225887/18103/66414/66091/595136/54369/11514
GO:0009201,ribonucleoside triphosphate biosynthetic process,81,-0.5873656610140807,-2.36806297613782,4.0839000160265325e-9,1.3856432524965319e-6,1.307859497392522e-6,3202,"tags=58%, list=21%, signal=46%",17869/66925/66945/227197/19017/69719/68349/171567/18102/269523/23917/78830/66416/20848/17991/66592/66916/66108/107197/69875/226646/17995/50799/75406/407785/13806/66218/104130/67273/78330/230075/67680/66052/68342/23918/68375/66495/67184/11674/54405/225887/18103/66414/66091/595136/54369/80914
GO:0140053,mitochondrial gene expression,162,-0.47611671884134543,-2.1759841431572187,6.3780365097629375e-9,2.0438063660173682e-6,1.9290763057598777e-6,4148,"tags=49%, list=28%, signal=36%",68572/66407/28030/64660/545725/57312/102060/64384/224481/66077/99045/212508/60441/94066/353172/107734/68735/94063/67308/64656/69577/27397/12261/68550/56284/64658/50529/27398/67270/67681/68565/18120/67417/118451/68537/69821/70556/66230/56282/66493/108037/27395/66163/66419/229487/380601/66416/67994/67212/77721/107733/68611/66121/103172/74600/52443/15108/68836/70207/66292/94064/19935/64657/52469/67267/216767/170826/226153/24030/66047/94065/14548/353242/102436/67707/66973/233870/66971/101122
GO:0009142,nucleoside triphosphate biosynthetic process,87,-0.5697482369502218,-2.3360540880912013,8.789470012301871e-9,2.6682980542609046e-6,2.518511850616359e-6,3790,"tags=61%, list=25%, signal=46%",67130/21915/67264/66377/12048/17869/66925/66945/227197/19017/69719/68349/171567/18102/269523/23917/11636/78830/66416/20848/17991/66592/66916/66108/107197/69875/226646/17995/50799/75406/407785/13806/66218/104130/67273/78330/230075/67680/66052/68342/23918/68375/66495/67184/11674/54405/225887/18103/66414/66091/595136/54369/80914
GO:0033108,mitochondrial respiratory chain complex assembly,83,-0.5724051026197019,-2.3195675832338756,1.4308229784511232e-8,4.1264934698530385e-6,3.8948507602890575e-6,4280,"tags=64%, list=29%, signal=46%",66072/66349/69089/68202/66706/231430/67130/67264/66821/66377/56046/69577/227197/66433/68653/100503890/68349/75530/235169/208501/70556/66379/75597/68332/93757/68033/17991/67013/66916/66108/107197/69875/226646/70207/75406/407785/20930/66218/104130/68185/67273/52469/67267/230075/68342/68375/66495/67184/54405/225887/66414/66091/595136
GO:0009141,nucleoside triphosphate metabolic process,136,-0.48155212874553555,-2.1574054905191073,1.5281573919768745e-8,4.197338969963149e-6,3.961719313937041e-6,3202,"tags=46%, list=21%, signal=36%",17869/66925/57319/66945/227197/19017/69719/110074/27369/12257/14904/68349/171567/18102/11637/269523/23917/11636/78830/66416/20848/17991/66592/66916/66108/140781/107197/69875/226646/66437/17995/19384/50799/75406/407785/13806/66218/104130/67273/14923/78330/230075/67680/66052/11486/68342/23918/68375/66495/67184/11674/54405/225887/18103/66414/15481/66091/595136/54369/66422/227731/80914
GO:0006457,protein folding,148,-0.48155636725026385,-2.158741403263395,1.6242877520422415e-8,4.258587160808932e-6,4.019529307924628e-6,3005,"tags=42%, list=20%, signal=34%",18453/105675/68015/66101/67285/20316/27055/17713/15505/56031/105245/72726/15510/12461/15519/14998/12304/64136/209586/67838/52551/14976/56812/80294/104009/12469/101869/66411/18221/12462/12465/67199/56424/12759/21371/15507/19035/18637/11632/14228/268373/14232/217737/52838/69387/56612/108903/12468/12955/12317/12539/18159/67943/66120/15528/14227/16149/15516/15481/81489/15511/193740
GO:0015986,proton motive force-driven ATP synthesis,42,-0.6906830820462142,-2.4870716065244283,2.6133264045385453e-8,6.1545405567755945e-6,5.80905244171899e-6,1930,"tags=62%, list=13%, signal=54%",66416/17991/66592/66916/66108/69875/226646/17995/75406/407785/66218/104130/67273/78330/230075/67680/66052/68342/68375/66495/67184/54405/225887/66414/66091/595136
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,42,-0.6906830820462142,-2.4870716065244283,2.6133264045385453e-8,6.1545405567755945e-6,5.80905244171899e-6,1930,"tags=62%, list=13%, signal=54%",66416/17991/66592/66916/66108/69875/226646/17995/75406/407785/66218/104130/67273/78330/230075/67680/66052/68342/68375/66495/67184/54405/225887/66414/66091/595136
GO:0009145,purine nucleoside triphosphate biosynthetic process,78,-0.5791101527381385,-2.3109605792380243,2.6675366490878962e-8,6.1545405567755945e-6,5.80905244171899e-6,3202,"tags=58%, list=21%, signal=46%",17869/66925/66945/227197/19017/68349/171567/18102/269523/23917/78830/66416/20848/17991/66592/66916/66108/107197/69875/226646/17995/50799/75406/407785/13806/66218/104130/67273/78330/230075/67680/66052/68342/23918/68375/66495/67184/11674/54405/225887/18103/66414/66091/595136/54369
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,77,-0.5825334881563021,-2.3084037221672564,2.7909732880206705e-8,6.191666894347395e-6,5.844094674349356e-6,3202,"tags=58%, list=21%, signal=46%",17869/66925/66945/227197/19017/68349/171567/18102/269523/23917/78830/66416/20848/17991/66592/66916/66108/107197/69875/226646/17995/50799/75406/407785/13806/66218/104130/67273/78330/230075/67680/66052/68342/23918/68375/66495/67184/11674/54405/225887/18103/66414/66091/595136/54369
GO:0006119,oxidative phosphorylation,104,-0.5170503995155332,-2.212169517466223,5.334534263851684e-8,1.139614579033204e-5,1.0756417626760588e-5,3234,"tags=58%, list=22%, signal=46%",66142/17869/66925/67003/66945/227197/68550/105675/27369/13063/68349/12850/70556/269523/66576/108037/66383/12867/66416/17991/66592/12861/22272/12866/66916/103172/66108/66594/107197/69875/226646/12859/17995/75406/407785/12122/22273/66218/104130/67273/12868/78330/20463/67267/230075/12857/67680/66052/68342/68375/66495/67184/57320/67530/66152/54405/225887/66414/66091/595136
GO:0015980,energy derivation by oxidation of organic compounds,269,-0.38263298514785254,-1.8682789986860815,6.1110264851862e-8,1.2154620953984139e-5,1.1472315419739758e-5,3897,"tags=47%, list=26%, signal=35%",64384/18432/18597/67130/56451/78920/17751/15289/67264/67834/66377/74185/12858/19062/56327/14387/18747/11652/11429/12974/110078/66142/17869/66925/67003/66945/14936/227197/76824/19017/68550/105675/68015/16155/66494/52637/27369/13063/68349/17449/74178/75530/20917/12850/70556/17448/11651/170731/269523/16195/66576/170718/108037/93757/66383/18293/12867/78830/66416/13603/17991/63873/66592/12861/22272/110826/12866/66916/103172/66108/66594/104112/107197/69875/226646/103988/12859/269951/17995/66681/50799/384783/75406/407785/18642/12122/16828/14194/22273/114643/329509/66218/104130/67273/57436/68077/12868/67876/78330/20463/67267/230075/12857/15929/67680/109042/66052/68342/16548/19045/68375/66495/67184/57320/67530/66152/52331/54405/225887/19309/66414/66091/595136/66128/227731/18124
GO:0006091,generation of precursor metabolites and energy,375,-0.35129363598073315,-1.7612874918183212,6.083997021178193e-8,1.2154620953984139e-5,1.1472315419739758e-5,3897,"tags=43%, list=26%, signal=33%",64384/18432/17992/18597/100198/67130/56451/78920/17751/15289/67264/67834/66377/74185/12858/19062/56327/14387/18747/11652/11429/11820/12974/110078/66142/17869/66925/67003/66945/14936/227197/76824/19017/68550/105675/68015/16155/13807/66494/52637/27369/13063/11676/68349/17449/74178/19164/75530/20917/12850/70556/17448/11651/14751/170731/269523/16195/71336/66576/170718/108037/93757/66383/66841/18293/110208/12867/78830/66416/20848/13603/78797/17991/14635/63873/66592/12861/50721/22272/110826/12866/66916/103172/66108/66594/104112/12034/107197/69875/16418/14433/226646/56421/103988/12859/70207/269951/17995/66681/21991/56012/50799/384783/75406/18655/74747/407785/18642/12122/16828/14194/22273/114643/13806/329509/66218/104130/67273/57436/68077/12868/67876/74246/15275/78330/110119/20463/67267/230075/18648/12857/15929/67680/18641/109042/66052/381677/68342/16548/19045/68375/72106/66495/18746/67184/57320/67530/66152/11674/52331/54405/225887/19309/14381/66414/21351/21881/66091/595136/66128/227731/18124
GO:0009259,ribonucleotide metabolic process,271,-0.3702079961772317,-1.804468006529438,8.041243865043461e-8,1.5460631537856896e-5,1.4592741498247294e-5,3836,"tags=41%, list=26%, signal=31%",18597/216739/67130/56451/67264/66377/23971/67054/76952/170789/12048/71743/12015/56749/14104/74167/12974/60525/13836/17869/66925/66945/227197/433256/14081/213484/19017/69719/78038/56409/22247/12257/14904/68349/55951/20917/171567/18102/76974/11637/70025/269523/23917/237823/50773/270076/18293/11636/78830/15488/66416/20848/17991/66355/228859/66592/224129/66916/66108/230103/104112/140781/107197/69875/226646/66437/102247/73724/17995/19384/50799/75406/108147/407785/19193/64705/13806/66218/230161/104130/67273/14923/22271/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/11674/54405/225887/18103/66414/17855/15481/66091/595136/54369/68603/227731/80914/11514
GO:0009199,ribonucleoside triphosphate metabolic process,120,-0.49484505148914537,-2.168911753428407,9.854768670445691e-8,1.8336227642300242e-5,1.7306914622595966e-5,3202,"tags=46%, list=21%, signal=36%",17869/66925/66945/227197/19017/69719/12257/14904/68349/171567/18102/269523/23917/11636/78830/66416/20848/17991/66592/66916/66108/140781/107197/69875/226646/66437/17995/19384/50799/75406/407785/13806/66218/104130/67273/78330/230075/67680/66052/68342/23918/68375/66495/67184/11674/54405/225887/18103/66414/15481/66091/595136/54369/227731/80914
GO:0009205,purine ribonucleoside triphosphate metabolic process,116,-0.487013442578082,-2.115205078187634,1.103273669389957e-7,1.9283886439519005e-5,1.820137613424197e-5,3202,"tags=46%, list=21%, signal=36%",17869/66925/66945/227197/19017/12257/14904/68349/171567/18102/269523/23917/11636/78830/66416/20848/17991/66592/66916/66108/140781/107197/69875/226646/66437/17995/19384/50799/75406/407785/13806/66218/104130/67273/78330/230075/67680/66052/68342/23918/68375/66495/67184/11674/54405/225887/18103/66414/15481/66091/595136/54369/227731
GO:0009144,purine nucleoside triphosphate metabolic process,124,-0.48065169277594705,-2.1044781737688387,1.0962736089240746e-7,1.9283886439519005e-5,1.820137613424197e-5,3202,"tags=46%, list=21%, signal=36%",17869/66925/66945/227197/19017/27369/12257/14904/68349/171567/18102/11637/269523/23917/11636/78830/66416/20848/17991/66592/66916/66108/140781/107197/69875/226646/66437/17995/19384/50799/75406/407785/13806/66218/104130/67273/14923/78330/230075/67680/66052/11486/68342/23918/68375/66495/67184/11674/54405/225887/18103/66414/15481/66091/595136/54369/227731
GO:0042273,ribosomal large subunit biogenesis,69,-0.5790024661274663,-2.269107533368963,1.2871877876606622e-7,2.1836762233019706e-5,2.061094500860974e-5,3470,"tags=61%, list=23%, signal=47%",12181/18148/74035/68083/56095/67223/69902/72831/59050/67239/67236/66164/225215/224619/100503670/20826/67920/66596/20935/217011/57741/19989/16418/66229/28126/57808/68077/19988/110954/19896/67025/235036/69072/110109/27176/52530/67115/19941/67671/11837/66489/268449
GO:0051604,protein maturation,405,-0.3327295238219421,-1.694627634113432,1.5497133480166304e-7,2.553927597531407e-5,2.4105616348697785e-5,3202,"tags=33%, list=21%, signal=26%",17869/69046/16619/66865/19298/74316/56748/20394/226548/73078/18453/105675/192176/68015/66101/70478/78653/241576/52637/64138/17387/67285/20316/66340/19164/69617/27055/17713/66320/15505/56031/14950/234847/105245/623661/72726/56453/56529/53600/69019/66162/15510/21825/12461/93757/74048/15519/14998/12304/64136/76867/102115/209586/67838/52551/11979/18551/84585/216725/18549/14976/217149/66592/67013/56812/80294/78688/19142/104009/12469/13040/101869/66411/18221/12462/12465/64058/76483/67199/56424/19671/18655/12759/13806/21371/12018/15507/19035/17872/76884/18637/11632/14228/268373/78388/74754/66286/14232/217737/52838/103743/69387/56612/108903/12468/12955/12317/12539/18159/19165/68947/55987/67943/66120/15528/16612/12406/18791/14227/16149/15516/15481/18787/18553/20112/13599/81489/27390/11568/16147/15511/193740
GO:0019646,aerobic electron transport chain,50,-0.6507146493582647,-2.424481203258742,1.6583196426553827e-7,2.6569965830100686e-5,2.507844792927965e-5,3234,"tags=70%, list=22%, signal=55%",66142/66925/67003/66945/227197/13063/68349/66576/66383/12867/66416/12861/22272/12866/66594/107197/226646/12859/17995/75406/407785/22273/66218/67273/12868/20463/230075/12857/67680/66052/68375/57320/67530/66152/225887
GO:0019693,ribose phosphate metabolic process,278,-0.36953821712996077,-1.805482195720119,1.8251904121828308e-7,2.8453238641812346e-5,2.6856002309557895e-5,3836,"tags=41%, list=26%, signal=31%",18597/216739/67130/56451/67264/66377/23971/67054/76952/170789/12048/71743/12015/56749/14104/74167/12974/60525/13836/17869/66925/66945/227197/433256/14081/213484/19017/69719/78038/56409/22247/12257/14904/68349/55951/20917/171567/18102/76974/11637/70025/269523/23917/237823/50773/270076/66174/18293/11636/78830/15488/66416/20848/17991/66355/228859/66592/224129/66916/66108/230103/104112/140781/107197/69875/226646/66437/102247/73724/17995/19384/50799/75406/108147/407785/19193/64705/13806/66218/230161/104130/67273/14923/22271/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/11674/54405/225887/14381/18103/66414/17855/15481/66091/595136/54369/68603/227731/80914/11514
GO:0006626,protein targeting to mitochondrion,71,-0.5606045311926825,-2.205920158151736,2.6525302663486124e-7,4.026261730604946e-5,3.80024557827009e-5,3532,"tags=51%, list=24%, signal=39%",21854/66525/223696/66865/73078/66449/68653/70478/69821/17713/56322/53600/170731/53333/15510/93757/15519/67145/67067/69934/72930/78688/68512/66437/27061/12122/56462/11632/30055/52838/30059/380918/67184/66169/29810/19259
GO:0006164,purine nucleotide biosynthetic process,174,-0.41775729690646435,-1.9444716914299582,3.8247968433658033e-7,5.515357048133488e-5,5.205749808917878e-5,3235,"tags=47%, list=22%, signal=37%",67763/18597/216739/67130/67264/66377/23971/67054/12048/71743/60525/17869/66925/66945/227197/433256/14081/19017/27369/68349/55951/171567/18102/11637/70025/269523/23917/237823/270076/11636/78830/66416/20848/17991/66355/23962/66592/224129/66916/78914/66108/230103/104112/107197/69875/226646/269951/17995/50799/75406/108147/407785/13806/66218/104130/67273/14923/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/11674/54405/225887/14381/18103/66414/66091/595136/54369/11514
GO:0009165,nucleotide biosynthetic process,204,-0.3987075034709901,-1.8853287557245075,3.7887630093117735e-7,5.515357048133488e-5,5.205749808917878e-5,3957,"tags=46%, list=27%, signal=34%",52710/20425/67763/18597/216739/67130/21915/67264/66377/23971/67054/353172/12048/71743/56749/60525/17869/66925/66945/227197/433256/14081/19017/69719/22247/110074/27369/68349/55951/171567/18102/11637/70025/269523/23917/237823/270076/98256/319945/11636/78830/66416/20848/17991/66355/23962/66592/224129/66916/78914/66108/230103/104112/107197/69875/226646/269951/17995/50799/75406/108147/407785/13806/66218/104130/67273/14923/22271/14450/78330/230075/67680/108156/66052/11486/68342/11821/23918/68375/66495/67184/18159/320685/11674/54405/225887/14381/18103/66414/66091/595136/54369/80914/11514
