pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,contrast
HALLMARK_XENOBIOTIC_METABOLISM,0.00840508405084051,0.0382049275038205,-0.328543288092918,-1.41845456784872,40,170,Hmox1|Cda|Hes6|Igfbp4|Slc12a4|Csad|Pink1|Car2|Xdh|Gad1|Cyp4f14|Gnmt|Slc46a3|Irf8|Ndrg2|Gsr|Apoe|Psmb10|Gstt2|Tkfc|Pmm1|Mpp2|Bcar1|Pcx|Ptgr1|Kynu|Fetub|Rap1gap|Ces1d,Med_vs_Hi
HALLMARK_GLYCOLYSIS,0.0152815574628428,0.0636731560951783,-0.308024341195115,-1.34695569285079,72,191,B4galt2|Vegfa|Gpc4|B3gnt3|Gpc3|Sap30|Tgfbi|Hmmr|Xylt2|Slc37a4|Sdc3|Gal3st1|Gnpda1|Pcx|Chst2|Ppfia4|Isg20|Cdk1|Gys1|Chst12|Aldh7a1|Pgls|Chst1|Ext2|Cln6|Ankzf1|Pmm2|Aurka|Ecd|Nanp|Kif20a|Ndst3|Cth|Capn5|B3gat1|Alg1|Slc16a3|Pygl|Cacna1h|Rbck1|Bik|Nol3|Chpf2|Idua|B3gat3|Cldn3|Ang|Mertk|Psmc4|Col5a1|Qsox1,Med_vs_Hi
HALLMARK_COMPLEMENT,0.0223325062034739,0.0797589507266927,-0.306511585334079,-1.32547751788747,107,174,Dgkg|Apoc1|Cda|Lrp1|Cdk5r1|Lipa|Hpcal4|Pdgfb|Casp9|Rhog|Car2|Mmp13|Grb2|Sh2b3|Irf2|Notch4|Dock10|Kynu|Tnfaip3|Ltf|Csrp1|Col4a2|Kcnip2|Irf1|Gnb2|Timp2|Ppp4c|Cfb|Psmb9|Gng2|Klk1|Fcer1g|Atox1|Dock9|Spock2|Dyrk2|Gnb4|Calm3|Ang|Mt3|Stx4a|Brpf3|Phex|Gnai2|Casp7|Ctsl,Med_vs_Hi
HALLMARK_APICAL_SURFACE,0.0215856364736736,0.0797589507266927,-0.450217724928857,-1.53675841601909,106,42,Srpx|Scube1|Brca1|Rtn4rl1|Ncoa6|Crocc|Ntng1|Ephb4|Flot2|Mdga1|Thy1|Slc22a12|Sulf2|B4galt1|Dcbld2|Tmem8b,Med_vs_Hi
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0364918100767157,0.107328853166811,-0.293315441460738,-1.27960663961502,175,186,Deptor|Igfbp4|Bcl11b|Unc119|Rara|Bhlhe40|Podxl|Cbfa2t3|Slc1a1|Rhod|Dhrs2|Elovl2|Add3|Gja1|Ttc39a|Dhcr7|Tjp3|Tmem164|Abhd2|Mindy1|Kdm4b|Adcy1|Adcy9|Celsr2|Syt12|Wwc1|Tgm2|Rab17|Mapt|Mybbp1a|Wfs1|Syngr1|Rapgefl1|Fos|Mpped2|Slc24a3|Abca3|Ret|Ovol2|Fasn|Cant1|Abat|Farp1|Arl3|Sh3bp5|Snx24|Ncor2|Ccnd1|Aldh3b1|Aqp3|Mreg|Dhrs3|B4galt1|Reep1,Med_vs_Hi
HALLMARK_HYPOXIA,0.0346257516068837,0.107328853166811,-0.293933257749307,-1.28230190114294,166,186,Kif5a|Hmox1|Vegfa|Bcan|Gpc4|Gpc3|Sap30|Srpx|Tgfbi|Adm|Slc37a4|Pdgfb|Sdc3|Bhlhe40|Selenbp1|Dtna|Ncan|Tnfaip3|Grhpr|Chst2|Slc25a1|Ppfia4|Ddit3|Isg20|Myh9|Cdkn1c|Gys1|Ndst2|Tgm2|Ankzf1|Tgfb3|Prkca|Lox,Med_vs_Hi
HALLMARK_HEDGEHOG_SIGNALING,0.0332043185984926,0.107328853166811,-0.461230152653534,-1.49643549142311,162,34,Cdk5r1|Vegfa|L1cam|Gli1|Rtn1|Myh9|Cntfr|Ldb1|Ptch1|Adgrg1|Pml|Crmp1|Ache|Thy1|Dpysl2,Med_vs_Hi
HALLMARK_UV_RESPONSE_UP,0.0418739635157546,0.110194640830933,-0.305063547383642,-1.29214295526402,201,150,Hmox1|Lhx2|Ntrk3|Nptx2|Ccne1|Cck|Klhdc3|Tap1|Dlg4|Car2|Tyro3|Junb|Clcn2|Col2a1|Mgat1|Rhob|Tgfbrap1|Wiz|Mapk8ip2|Polg2|Furin|Irf1|Grina|Cdkn1c|Cdk2|Ap2s1|Ccnd3|Kcnh2|Urod|Rxrb|Icam1|Btg2|Htr7|Fos|Ret|Alas1|Tmbim6|Gpx3,Med_vs_Hi
HALLMARK_BILE_ACID_METABOLISM,0.0399172699069287,0.110194640830933,-0.33773318542346,-1.34439362982423,192,99,Gnpat|Cyp46a1|Klf1|Fdxr|Abca4|Gnmt|Pex11g|Abca8b|Ttr|Lipe|Pex6|Abcd1|Rxrg|Fads1|Ch25h|Rxra|Cyp39a1|Idh2|Pecr|Paox|Abca3|Efhc1|Bbox1|Abca9|Hacl1|Fads2|Dhcr24|Acsl5|Tfcp2l1|Abcg4|Mlycd|Atxn1|Gstk1|Abca2|Pex1|Aldh9a1|Aqp9|Pex16|Ephx2|Lck,Med_vs_Hi
HALLMARK_MTORC1_SIGNALING,0.0561733128834356,0.139591780362445,0.28900146600289,1.25364722756414,292,189,Nufip1|Plod2|Ifrd1|Pgm1|Eef1e1|Cacybp|Tbk1|Vldlr|Etf1|Nfil3|Rab1a|Gbe1|Prdx1|Cxcr4|Ctsc|Actr2|Ccng1|Psma4|Pno1|Psmg1|Serp1|Hspa9|Hspe1|Cyp51|Ssr1|Cct6a|Psmc6|Gclc|Gmps|Cfp|Cops5|Tcea1|Elovl5|Hspa4|Ldha|Tfrc|Ppia|Tes|Hsp90b1|Xbp1|Rpn1,Med_vs_Hi
HALLMARK_G2M_CHECKPOINT,0.0586285477522271,0.139591780362445,-0.282700773772738,-1.23485723350856,282,188,Kif4|Nusap1|Sap30|Ttk|Cenpf|Hmmr|Fbxo5|Cdc6|Nek2|Prc1|Cenpe|Aurkb|Plk1|Stil|Lmnb1|Chaf1a|Espl1|Ube2s|Mki67|Ccna2|Mcm3|Odf2|Mcm5|Kif20b|E2f2|Cdc45|Tnpo2|Cdk1|Incenp|Pole|Top2a|Aurka|Cks2|Birc5|Mybl2|Mcm6|Kif2c|Tpx2|Kif15|Ezh2|Kif22|Chmp1a|Pml|Notch2|Upf1|Ewsr1|Cdc25b|Egf|Kif23,Med_vs_Hi
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0676706434578525,0.153796916949665,0.322774867735781,1.28215973710805,345,103,Npm1|Nop14|Arxes2|Bag3|Cnot6|Eif4a2|Pop4|Eif4e|Nolc1|Cebpg|Serp1|Hspa9|Kif5b|Ssr1|Paip1|Dcp1a|Hsp90b1|Xbp1|Rps14|Lsm1|Eif2s1|Asns|Nhp2|Dnajb9|Ern1|Atf4|Ddx10|Eif4a1|Psat1|Atf3,Med_vs_Hi
HALLMARK_ANGIOGENESIS,0.0796496231411693,0.173151354654716,-0.41734422350232,-1.35405004333796,390,34,Vegfa|Fstl1|Cxcl5|Jag1|Col5a2|Jag2|Prg2|Lum|Timp1|Thbd|Lrpap1|Lpl|Stc1|Apoh|Pf4|Fgfr1|Pdgfa,Med_vs_Hi
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0917825020441537,0.19121354592532,-0.370924223434198,-1.3009095218322,448,48,Cdkn2d|Ftl1|Ercc2|Txnrd2|Hhex|Junb|Gsr|Ipcef1,Med_vs_Hi
HALLMARK_PEROXISOME,0.128346617617004,0.256693235234008,-0.303161686241528,-1.20332424351482,627,95,Gnpat|Crat|Eci2|Dlg4|Sema3c|Ttr|Cacna1b|Pex6|Abcd1|Rxrg|Fads1|Top2a|Cln6|Crabp1|Ctbp1|Idh2|Abcb9|Acaa1a|Dhcr24|Crabp2|Acsl5|Mlycd|Atxn1|Gstk1|Acot8|Ercc1|Hras|Pex14|Ehhadh|Dhrs3|Aldh9a1|Hmgcl|Ephx2,Med_vs_Hi
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.157260494075115,0.30242402706753,-0.364241486344611,-1.22396111364729,782,39,Trp53|Fzd1|Frat1|Axin2|Notch4|Hdac11|Jag1|Axin1|Ptch1|Jag2|Wnt5b|Kat2a|Fzd8,Med_vs_Hi
HALLMARK_PANCREAS_BETA_CELLS,0.176025487853445,0.314331228309723,0.392558427891367,1.23282942674244,883,30,Pcsk1|Isl1|Scgn|Nkx6-1|Pak3|Dcx|Syt13|Neurod1|Akt3,Med_vs_Hi
HALLMARK_APOPTOSIS,0.175449346405229,0.314331228309723,-0.266653072563039,-1.13886077644986,858,157,Hmox1|Gucy2e|Fdxr|Rara|Brca1|Casp9|Gna15|Tap1|Prf1|Fez1|Gsr|Timp3|Rhob|Gpx1|Mgmt|Tnfsf10|Tnf|Ddit3|Isg20|Irf1|Nefh|Wee1|Cdk2|Top2a|Sc5d|Timp2|H1f0|Btg2|Cth|Mmp2|Sptan1|Pdgfrb|Rhot2|Birc3|Gpx3|Pea15a|Bik|Cdc25b|Ank|Casp8|Igf2r|Cflar|Casp7|Lum|Ccnd1|Sqstm1|Timp1|Satb1|Gsn|Smad7|Egr3|Slc20a1|Bgn|Bcl2l2|Tgfbr3|Jun|Ctnnb1|Dcn|Psen1,Med_vs_Hi
HALLMARK_INFLAMMATORY_RESPONSE,0.185169842584921,0.319258349284347,-0.258463879577237,-1.12390839187532,893,181,Gpc3|Kcna3|Adm|Rgs16|Gna15|Slc4a4|Rhog|Gabbr1|Vip|Csf1|Slc1a2|Icosl|Cmklr1|Bst2|Cxcl5|Slc28a2|Itga5|Hpn|Chst2|Tnfsf10|Ptpre|Slamf1|Irf1|Slc31a2|Emp3|Axl|Tapbp|P2rx4|Hrh1|Sema4d|Icam1|Btg2|Ndp|Acvr1b|Lpar1|Cybb|Rtp4|Cd82|Cxcl10|Rnf144b|Adrm1|Best1|Cd40|Ptger4,Med_vs_Hi
HALLMARK_KRAS_SIGNALING_DN,0.194164783234025,0.323607972056708,-0.262662163283395,-1.12346967487962,944,160,Oxt|Mast3|Edar|Slc25a23|Bmpr1b|Nos1|Snn|Cd80|Adra2c|Nrip2|Synpo|Col2a1|Krt1|Pdk2|Itih3|Chst2|Kmt2d|Kcnn1|Celsr2|Myh7|Arhgdig|Sptbn2|Fgfr3|Slc12a3|Cntfr|Sphk2|Cyp39a1|Btg2|Rsad2|Slc29a3|Zfp112|Pdcd1|Coq8a|Grid2|Ypel1|Mx2|Zbtb16|Wnt16|Idua|Egf|Fgf22|Ybx2|Tfcp2l1|Gpr19|Abcg4|Thnsl2|Tnni3|Slc30a3|Fgf16|Sidt1,Med_vs_Hi
HALLMARK_ESTROGEN_RESPONSE_LATE,0.261356565028003,0.418509565932936,-0.248738251538129,-1.080756406894,1259,180,Igfbp4|Batf|Cdc6|Car2|Stil|Mdk|Dhrs2|Add3|Etfb|Dhcr7|Tjp3|Abhd2|Llgl2|Ass1|Cacna2d2|Ltf|Isg20|Slc2a8|Sord|Celsr2|Tpsb2|Top2a|Fgfr3|Homer2|Rnaseh2a|Ptpn6|Mapt|Kif20a|Wfs1|Idh2|Rapgefl1|Fos|Slc24a3|Abca3|Mapk13|Ret|Ovol2|Aldh3a2|Cxcl14,Med_vs_Hi
HALLMARK_SPERMATOGENESIS,0.267846122197079,0.418509565932936,-0.269118620252053,-1.09096298440473,1301,110,Ttk|Chrm4|Pgs1|Nek2|Nos1|Htr5a|Cnih2|Jam3|Nf2|Phkg2|Gad1|Ace|Snap91|Pcsk1n|Ip6k1|Cdk1|Nefh|Aurka|Ddx4|Kif2c|Ezh2|Coil|Grm8|Clgn|Nphp1|Dmc1|Phf7|Mtor|Ybx2|Tnni3|Mtnr1a|Prkar2a|Camk4|Cftr,Med_vs_Hi
HALLMARK_COAGULATION,0.340539427630224,0.515968829742764,-0.257287814737432,-1.05180772988588,1653,116,Apoc1|Lrp1|Rapgef3|Pdgfb|Gda|Casp9|Htra1|Ctse|Cpn1|Timp3|Hpn|Furin|Csrp1|Bmp1|Sh2b2|Gnb2|Sirt2|Cfb|Mmp2|Capn5|Ctsk|Fbn1|A2m|Ang|Sparc|Ctsl|Serping1|F12|Apoc3|Timp1|Gsn|Plau|Lgmn|F2rl2|Mmp7|Ctsb|Pecam1|C2|Fyn|Thbd,Med_vs_Hi
HALLMARK_ADIPOGENESIS,0.370675105485232,0.545110449242988,-0.23512799278914,-1.0292020992621,1756,194,Col15a1|Crat|Acadl|Slc19a1|Slc5a6|Echs1|Acads|Vegfb|Ndufb7|Apoe|Agpat3|Pparg|Etfb|Dhcr7|Prdx3|Lipe|Uck1|Ucp2|Slc25a1|Acaa2|Sqor|Lama4|Mgst3|Sspn|Slc27a1|Cox6a1|Coq9|Rtn3|Miga2|Elmod3|Abcb8|Itsn1|Baz2a|Por|Gpx3|Adcy6|Reep6|Aifm1|Itih5|Mgll|Aco2|Uqcrc1|Rreb1|Cs|Slc25a10|Esyt1|Angptl4|Hadh|Pex14|Phldb1,Med_vs_Hi
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.432260709161714,0.617515298802448,-0.262978521241719,-1.00753819328981,2108,77,Hmox1|Socs3|Stat2|Grb2|Csf1|Ltb|Crlf2|Tnf|Myd88|Irf1|Ltbr|Il7|Cntfr|Tyk2|Acvr1b|Acvrl1|Cxcl10|Cbl|A2m|Il3ra,Med_vs_Hi
HALLMARK_KRAS_SIGNALING_UP,0.465741908364859,0.64686376161786,-0.227382055313469,-0.994564931723529,2215,192,Spon1|Igf2|Map4k1|Ano1|Tph1|Prkg2|Rgs16|Car2|Ptprr|Ace|Irf8|Tspan7|Psmb8|Apod|Cmklr1|Snap91|Adgra2|Tnfaip3|Lcp1|Pcsk1n|Aldh1a3|Etv4|Il33|Dock2|Tspan1|Fgf9|Pigr|Cfb|Flt4|Tmem158|Fcer1g|Birc3|Mafb|Cxcl10|Cbl|Spry2|Ank|Bpgm|Akt2|Atg10|Tmem176a|Akap12|Mycn|Gabra3|Etv1|Mtmr10|Fuca1|Angptl4|Igfbp3|Satb1|Dcbld2|Plvap|Plau|Adam8|Cbx8,Med_vs_Hi
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.535126766015096,0.690528601151886,0.223999228166509,0.966420281999529,2764,182,Atp6v0e|Cox7b|Ndufc2|Fh1|Cox6c|Timm8b|Tomm70a|Pdhx|Ndufs1|Vdac3|Sucla2|Hspa9|Atp6v1g1|Gm10053|Grpel1|Ndufa4|Pdk4|Ldha|Ndufb2|Ndufa5|Uqcrq|Sdhd|Mrps30|Atp6v1c1|Gpx4|Mtx2|Slc25a4|Atp1b1|Fdx1|Idh3a|Ndufs3|Cox7a2l|Mrps22|Mrpl11|Atp6v1h|Pdp1|Abcb7|Hccs|Dlat|Ndufb8|Uqcrb|Rhot1|Mrpl35|Cyb5a|Dld|Etfa|Ndufs4|Ndufc1|Mrpl15,Med_vs_Hi
HALLMARK_MYC_TARGETS_V2,0.538612308898471,0.690528601151886,0.26516386408435,0.950992541875236,2747,57,Npm1|Nip7|Dctpp1|Gnl3|Dusp2|Nolc1|Mphosph10|Hspe1|Ndufaf4|Bysl|Utp20|Pprc1|Wdr43|Prmt3|Tmem97|Hspd1,Med_vs_Hi
HALLMARK_IL2_STAT5_SIGNALING,0.536147095695779,0.690528601151886,-0.221763419758324,-0.968470858320718,2565,189,Batf|Rgs16|Cdc6|Ccne1|Bhlhe40|Drc1|Car2|Scn9a|Map6|Tnfrsf8|Csf1|Irf8|Syt11|Rhob|Ltb|Cdc42se2|Tnfsf10|Ikzf4|Gucy1b1|Furin|Plec|Etv4|Cdkn1c|Ncs1|Ccnd3|Tgm2|P2rx4,Med_vs_Hi
HALLMARK_ALLOGRAFT_REJECTION,0.584723080090591,0.730903850113239,-0.220312078102587,-0.951722880544109,2839,171,H2-DMb2|Itgal|Map4k1|Il16|Brca1|Traf2|Tap2|Tap1|Cd80|Prf1|Csf1|Irf8|Icosl|Psmb10|Krt1|Zap70|Ltb|Prkcg|Tnf|Tapbp|Ccnd3|Csk|Il7|Tlr6|Icam1|Ptpn6,Med_vs_Hi
HALLMARK_ANDROGEN_RESPONSE,0.600117439812096,0.731850536356215,0.238453355540037,0.932902494116617,3065,94,Ell2|Spdef|Arxes2|Sat1|Srp19|Dbi|Rps6ka3|Hpgd|Itgav|Xrcc6|Elovl5|Sgk1|Hsd17b14|Inpp4b|Stk39|Dnajb9|Lifr|Ube2j1|Cdc14b|Zbtb10|Krt8|Arid5b|Vapa|Tsc22d1|Xrcc5|Map7,Med_vs_Hi
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.744787644787645,0.826988060373958,0.207631804444558,0.898991809841019,3857,187,Edn1|Klf6|Nr4a1|Sat1|Nr4a3|Nr4a2|Dnajb4|Maff|Phlda1|Nfil3|Hbegf|Bcl6|Gem|Mcl1|Il15ra|Fosl2|Dusp2|Gch1|Tiparp|Ackr3|Dram1|Ccnl1|Atp2b1|Tank|Birc2|Sgk1|Klf2|Gadd45a|Il1b|Efna1|Il1a|Pnrc1|Cd83|Ninj1|Serpinb2|Serpine1|Nampt|Cdkn1a|Btg3|Eif1|Pfkfb3|Atf3|Zbtb10|Id2|Tsc22d1|Lamb3|Bmp2|Map3k8|Myc|Msc|Tgif1,Med_vs_Hi
HALLMARK_FATTY_ACID_METABOLISM,0.760829015544042,0.826988060373958,-0.209476602090691,-0.883599151312373,3670,146,Crat|Acadl|Bmpr1b|Eci2|Car2|Echs1|Acads|Acot2|Aadat|Acss1|Ube2l6|Grhpr|Acaa2|Pcbd1|Blvra|Urod|Adsl|Car4|Acadvl|Alad|Acsm3|Aldh3a2|Hsd17b7|Acaa1a|Fasn|Reep6|Dhcr24|Mgll|Acsl5|Aco2|Mlycd|Acot8|Etfdh|Hadh|Ehhadh|Acat2|Aldh9a1|Gpd1|Xist|Vnn1|Hmgcl,Med_vs_Hi
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.696347968814116,0.826988060373958,-0.224272138966713,-0.898124044452151,3393,102,Traf2|Stat2|Grb2|Map2k6|Gsk3b|Mapk9|Grk2|Rptor|Ddit3|Myd88|Plcg1|Cdk1|Dapp1|Cdk2|Akt1s1|Smad2|Ralb|Map2k3|Pdk1|Fgf22|Cdk4|Arhgdia|Prkar2a|Camk4|Nod1|Rps6ka1|Hras|Sqstm1|Akt1|Mknk1|Nfkbib|Irak4|Ptpn11,Med_vs_Hi
HALLMARK_MYOGENESIS,0.744760323718614,0.826988060373958,-0.206943847699493,-0.90092129267896,3588,183,Col15a1|Mybph|Crat|Ptp4a3|Nos1|Bhlhe40|Itgb5|Speg|Apod|Dtna|Kcnh1|Ak1|Plxnb2|Pcx|Cox7a1|Ppfia4|Col4a2|Adcy9|Kifc3|Igfbp7|Myh9|Foxo4|Myh7|Col6a3|Kcnh2|Gabarapl2|Sspn|Sirt2|Bdkrb2|Pick1|Camk2b|Tead4|Sptan1|Cacna1h|Ncam1|Ocel1|Gpx3|Dmpk,Med_vs_Hi
HALLMARK_P53_PATHWAY,0.726793248945148,0.826988060373958,-0.208081359783673,-0.910813594614072,3444,194,Hmox1|Trp53|Cdk5r1|Nudt15|Def6|Rgs16|Fdxr|Wrap73|Zfp365|Tap1|Ier5|Ak1|Pmm1|Plxnb2|Ptpre|Ddit3|Serpinb5|Ccnd3|Ifi30|Rxra|Btg2|Ldhb|Rhbdf2|Acvr1b|Mxd4|Fos|Coq8a|Kif13b|Prmt2|Cd82|Jag2|Zbtb16,Med_vs_Hi
