pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,contrast
HALLMARK_UV_RESPONSE_DN,0.0110913052089523,0.0509620198841285,-0.348466179731616,-1.41093248913541,55,142,Mt1|Id1|Runx1|Pdlim5|Tgfbr3|Ica1|Dab2|Dusp1|Bdnf|Dbp|Bhlhe40|Serpine1|Rgs4|Smad7|Tent4a|Myc|Has2|Mrps31|Abcc1|Igf1r|Smad3|Pik3cd|Adora2b|Slc22a18|Pmp22|Atp2b1|Prdm2|Fyn|Met|Schip1|Anxa2|Nfib|Dlc1|Akt3|Nfkb1|Atrn|Scaf8|Cav1|Rbpms|Snai2|Erbb2|Slc7a1|Anxa4|Arhgef9|Nr1d2,Lo_vs_Med
HALLMARK_APICAL_JUNCTION,0.0135533294048321,0.0564722058534669,-0.323962831364195,-1.3620319723656,68,189,Cdh4|Baiap2|Actg1|Sorbs3|Nrap|Cx3cl1|Thbs3|Lamc2|Cldn15|Nlgn2|Ctnnd1|Crb3|Amigo2|Grb7|Vwf|Lama3|Pkd1|Acta1|Rsu1|Itga2|Egfr|Tmem8b|Lima1|Vcam1|Vcl|Tro|Tsc1|Gtf2f1|Actn3|Sdc3|Actb|Actn1|Alox8|Tspan4|Col17a1|Akt3|Mpzl2|Cldn19|Arpc2|Cap1|Mapk13|Itgb4|Cldn7,Lo_vs_Med
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0192269573835481,0.0739498360905695,-0.473814717701329,-1.53074992974278,96,39,Wnt6|Csnk1e|Hdac5|Wnt5b|Nkd1|Notch1|Myc|Dvl2|Psen2|Ncor2|Axin1|Dll1|Fzd8|Notch4|Rbpj|Ccnd2,Lo_vs_Med
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0331916616069622,0.118541648596293,0.364329682368344,1.38281229991782,163,91,Ifih1|Eif2ak2|Isg15|Stat2|Ncoa7|Tap1|B2m|Isg20|Cd47|Dhx58|Nmi|Lap3|Rtp4|Ifi27|Ifi44|Rsad2|Herc6|Bst2|Parp9|Elf1|Ube2l6|Irf7|Mvb12a|Parp12|Trim21|Irf2|Parp14|Mx2|Cxcl10|Cxcl11,Lo_vs_Med
HALLMARK_MITOTIC_SPINDLE,0.0382022471910112,0.127340823970037,0.301255633016199,1.27390625329761,186,198,Kif4|Nusap1|Sorbs2|Ttk|Kntc1|Cep192|Top2a|Cenpf|Wasf1|Kif20b|Cdk1|Bub1|Marcks|Cd2ap|Cenpe|Anln|Nek2|Kif15|Kifap3|Myo9b|Ect2|Rabgap1|Cntrl|Kif2c|Racgap1|Arhgap4|Arfgef1|Tbcd|Arfip2|Brca2|Fgd4|Cdc42bpa|Cenpj,Lo_vs_Med
HALLMARK_KRAS_SIGNALING_UP,0.0477031802120141,0.149072438162544,-0.298708662552977,-1.25809200637906,242,192,Cidea|Dusp6|Tmem158|Strn|Itgb2|Gprc5b|Cxcr4|Id2|Trib1|Kcnn4|Adamdec1|Ppbp|Sema3b|Spry2|Ank|Klf4|Dnmbp|Map3k1|Il1rl2|Sparcl1|Nr0b2|Kif5c|Hbegf|Prelid3b|Itga2|Gfpt2|Peg3|Pcsk1n|Mmd|Csf2ra|Ace|Epb41l3|Anxa10|Laptm5|Tmem176b|Gadd45g|Mmp10|Etv5|Slpi|Etv1|Snap25|Mpzl2,Lo_vs_Med
HALLMARK_ALLOGRAFT_REJECTION,0.15669977701196,0.444138894345141,0.275183425116094,1.14507615492797,772,171,Brca1|Rpl39-ps|H2-DMb2|Tlr6|Fgr|Itgal|Tap1|B2m|Ltb|Prf1|Cxcl9|Cd47|Map3k7|Cd80|Klrd1|Il1b|Ccr2|Timp1|Prkcb|Map4k1|Gzma|Tlr3|Irf7|Mtif2|Tpd52|Ifngr2|Bcl10|Bcat1|Stat1|Mmp9|Gpr65|Socs5|Tlr2|Nme1|Il12rb1|Lif|H2-Aa|Cd3e|Cd8b1|Traf2|Hdac9,Lo_vs_Med
HALLMARK_IL2_STAT5_SIGNALING,0.159890001964251,0.444138894345141,-0.271053947943308,-1.13958796377994,813,189,Odc1|Spry4|Myo1e|Nfil3|Slc2a3|Bhlhe40|Umps|Maff|Nfkbiz|Gsto1|Nt5e|Gadd45b|Nop2|Alcam|Myc|Scn9a|Lrig1|Ahr|Uck2|Igf1r|Plec|Tnfrsf9|Il4ra|Coch|Cd44|Capg|Tiam1|Ptrh2|Hopx|Lclat1|Enpp1|Muc1|Bcl2l1|Snx9|Phlda1|Il2ra|Slc39a8|Cdcp1|Sh3bgrl2|Itgav|Gabarapl1|Ccnd3|Mapkapk2|Anxa4|Mxd1|Rhoh|Ndrg1|Ecm1|Phtf2|Spred2|P2rx4|Ccnd2|Irf6|Plagl1|Map3k8|Pim1|P4ha1,Lo_vs_Med
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.218991459943066,0.471400394477318,0.263889096902222,1.10403140355326,1076,180,Ifih1|Mthfd2|Eif2ak2|Isg15|Stat2|Casp7|Tap1|Tnfaip2|Myd88|Oas3|B2m|Isg20|Cxcl9|Casp3|Dhx58|Nmi|Lap3|Rtp4|Tor1b|Ifi27|Fcgr1|Ifi44|Rsad2|Herc6|Bst2|Gzma|Nlrc5|Rnf213|Ube2l6|Sppl2a|Irf7,Lo_vs_Med
HALLMARK_HEME_METABOLISM,0.235054900366002,0.471400394477318,0.261799929440323,1.09529096481481,1155,180,Ctse|Slc25a38|Klf1|Ccdc28a|Tfdp2|Asns|Narf|Slc6a8|Fech|Arl2bp|E2f2|Trim10|Tal1|Xk|Car2|Slc30a1|Acsl6|Trim58|Spta1|Slc4a1|Osbp2|Snca|H1f0|Xpo7|Mpp1|Htra2|Synj1|Tspan5|Daam1|Atg4a|Gclm|Vezf1|Nr3c1|Myl4|Hebp1|Bnip3l|Uros|Fn3k|Map2k3|Ypel5|Rhd|Cat|Aldh6a1,Lo_vs_Med
HALLMARK_FATTY_ACID_METABOLISM,0.22814667988107,0.471400394477318,-0.272654115528287,-1.10814252584475,1150,146,Cidea|Aldh1a1|Glul|Hmgcs2|Cpt1a|Odc1|Adipor2|Ephx1|Hsph1|Metap1|Hsd17b10|Auh|Slc22a5|Psme1|Ncaph2|Prdx6|Ldha|Suclg2|Elovl5|Cel|Fmo1|Gpd2|Hsd17b7|Aldh3a1|Kmt5a|Gad2|Aldoa,Lo_vs_Med
HALLMARK_HYPOXIA,0.201731942530998,0.471400394477318,-0.264875470395026,-1.11127392723871,1024,186,Mt1|Zfp36|Irs2|Pygm|Phkg1|Errfi1|Dusp1|Cxcr4|Nfil3|Slc2a3|Ndst1|Sult2b1|Bhlhe40|Serpine1|Fos|Maff|Slc6a6|Aldoc|Ldha|Map3k1|Cp|Ackr3|Tes|Nedd4l|Egfr|Ier3|Adora2b|Ppargc1a|Noct|Tiparp|Sdc3|Ddit4|Aldoa|Cavin3|Pgam2|Anxa2|Gpi1,Lo_vs_Med
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.19296521910002,0.471400394477318,-0.265505270695962,-1.11533603229786,981,188,Tpm1|Oxtr|Tagln|Tgfbr3|Tnfrsf12a|Gem|Lamc2|Tpm4|Dab2|Id2|Bdnf|Serpine1|Timp3|Rgs4|Fas|Nt5e|Tpm2|Cdh2|Gadd45b|Flna|Vim|Lama3|Gas1|Fgf2|Fbn2|Acta2|Itga2|Pmp22|Vcam1|Cd44|Capg,Lo_vs_Med
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.19687685313303,0.471400394477318,-0.321113734100415,-1.1601067234784,995,68,Actg1|Tnfrsf12a|Errfi1|Pmvk|Nfil3|Sema3b|Trib3|Alcam|Aldoc|Cd9|Mvk|Cyp51,Lo_vs_Med
HALLMARK_PANCREAS_BETA_CELLS,0.235700197238659,0.471400394477318,-0.37970209150368,-1.16106748577945,1194,30,Scgn|Syt13|Nkx6-1|Foxo1|Pcsk1|Isl1|Chga|Dpp4|Akt3|Stxbp1,Lo_vs_Med
HALLMARK_ANGIOGENESIS,0.262603765944523,0.475300544484178,0.362685414474971,1.13611027084327,1296,34,Ptk2|Jag1|Lpl|Timp1|Vegfa|Postn|Cxcl5|Lum|Col3a1|Nrp1|Kcnj8|Apoh,Lo_vs_Med
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.248288360853806,0.475300544484178,0.284484115226055,1.10325542664428,1232,103,Kdelr3|Mthfd2|Wipi1|Fkbp14|Asns|Parn|Pdia5|Xpot|Eif4a2|Dnajc3|Aldh18a1|Vegfa|Banf1|Exoc2|Hsp90b1|Exosc4|Exosc5|Dcp2|Shc1|Slc7a5|Ssr1|Eif4ebp1|Srprb,Lo_vs_Med
HALLMARK_SPERMATOGENESIS,0.293585360949125,0.475300544484178,0.274331279626283,1.07421280660146,1459,110,Clgn|Pdha2|Snap91|Ttk|Cdk1|Bub1|Ddx4|Nek2|Gad1|Stam2|Camk4|Tnni3|Strbp|Kif2c|Topbp1|Phf7|Grm8|Spata6|Htr5a|Gsg1|Gstm5|Jam3|Phkg2|Slc12a2|Gapdhs|Nos1|Ncaph|She,Lo_vs_Med
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.291828000815162,0.475300544484178,0.254057032463562,1.06350120363904,1431,182,Idh1|Etfdh|Pdhb|Casp7|Abcb7|Acat1|Phyh|Prdx3|Acadvl|Uqcrq|Nqo2|Uqcr10|Echs1|Acadsb|Atp6v0b|Decr1|Htra2|Suclg1|Glud1|Tomm22|Cox6c|Ndufs6|Sdhd|Ndufs8|Cox15|Ndufv2|Slc25a4|Gpx4|Mpc1|Bdh2|Cyc1|Ndufb6|Opa1|Mrps11|Ndufab1|Aifm1|Ndufa4|Cox11|Sucla2|Ndufa6|Ndufa5|Aldh6a1|Uqcrfs1|Eci1,Lo_vs_Med
HALLMARK_GLYCOLYSIS,0.310780517627879,0.475300544484178,0.25036599059925,1.05519007220975,1524,191,Kdelr3|Ugp2|Idh1|Hmmr|Ak4|Dsc2|Cdk1|Gpc4|Gale|B4galt2|Isg20|Cenpa|Srd5a3|Copb2|Polr3k|Aldh9a1|Rpe|Sap30|Col5a1|Gnpda1|B3galt6|Gal3st1|Alg1|Slc25a13|Vegfa,Lo_vs_Med
HALLMARK_COMPLEMENT,0.301024428684003,0.475300544484178,-0.255208473932436,-1.06222396461715,1527,174,Dusp6|Dusp5|Kcnip3|Raf1|Cpm|Itgam|Spock2|Serpine1|Maff|Pcsk9|F5|C3|Serping1|Jak2|Gp9|Cp|Prdm4|Dgkh|Casp1|Sirt6|Gpd2|Usp15|Fyn|Gngt2|Dpp4|C2|Clu|L3mbtl4|Prss36,Lo_vs_Med
HALLMARK_XENOBIOTIC_METABOLISM,0.284276977707635,0.475300544484178,-0.258136926764695,-1.07256641977903,1440,170,Pdlim5|Gch1|Enpep|Lpin2|Hsd17b2|Ephx1|Pdk4|Il1r1|Cyp27a1|Id2|Aldh2|Serpine1|Slc6a6|Alas1|Por|Gsto1|Ces1d|Fas|Pros1|Elovl5|Fmo1|Pgd|Sertad1|Hgfac|Aox1|Aldh3a1|Smox|Lonp1|Papss2|Tmem176b|Gstm4|Cyp2j6,Lo_vs_Med
HALLMARK_TGF_BETA_SIGNALING,0.313698359359557,0.475300544484178,-0.314566542051999,-1.0812780404823,1586,53,Id1|Id3|Id2|Serpine1|Tgif1|Smad7|Fnta|Smad3|Ncor2|Smad1|Ltbp2|Pmepa1|Cdk9|Junb|Ppp1r15a|Tjp1|Acvr1,Lo_vs_Med
HALLMARK_PEROXISOME,0.324775876120619,0.477611582530323,0.277852689897849,1.06113327753658,1593,95,Abcd2|Idh1|Idi1|Top2a|Crabp1|Ywhah|Slc35b2|Gnpat|Pabpc1|Aldh9a1|Crat|Sema3c|Abcb4|Bcl10|Slc25a4|Msh2|Abcd3|Dhrs3|Fads1|Prdx1|Nudt19|Ehhadh|Cat,Lo_vs_Med
HALLMARK_ADIPOGENESIS,0.334489795918367,0.477842565597668,0.24729671217452,1.04388866589533,1638,194,Idh1|Gpx3|Col15a1|Itga7|Slc1a5|Acadl|Fabp4|Esrra|Pparg|Angpt1|Phyh|Prdx3|Chuk|Uqcrq|Lpl|Lama4|Uqcr10|Ptger3|Echs1|Crat|Scarb1|Col4a1|Rnf11|Decr1|Dram2|Gpam|Ghitm|Cmpk1|Elovl6|Ubc|Suclg1|Ccng2|Hibch|Cdkn2c|Reep5|Dhcr7|Abca1|Dnajc15|Gpx4|Cyc1|Ndufab1|Angptl4|Aifm1|Tob1|Miga2|Ndufa5|Cat|Slc19a1|Sowahc|Atp1b3|Pdcd4,Lo_vs_Med
HALLMARK_BILE_ACID_METABOLISM,0.35097605151942,0.487466738221417,0.271102426866145,1.04418713442286,1743,99,Abcd2|Idh1|Idi1|Cyp46a1|Klf1|Ar|Pex11g|Cyp7b1|Slc35b2|Gnpat|Phyh|Aldh9a1|Crot|Fdxr,Lo_vs_Med
HALLMARK_APOPTOSIS,0.478827361563518,0.630649781853888,0.240642011804642,0.990118394395234,2351,157,Brca1|Ptk2|Lef1|Top2a|Gpx3|Fez1|Casp7|Tap1|Satb1|Sc5d|Isg20|Prf1|Plppr4|Pdgfrb|Casp3|Fdxr|Il1b|Jun|Dnajc3|Timp1|H1f0|Cdkn1b|Hmox1|Slc20a1|Bcl10|Cyld|Dap3|Gpx4|Mgmt|Bcl2l10|Cdk2|Gna15|Xiap|Lum|Bnip3l,Lo_vs_Med
HALLMARK_INFLAMMATORY_RESPONSE,0.488399528116398,0.630649781853888,-0.234828047353557,-0.982318273795225,2483,181,Nmur1|Nlrp3|Gch1|Raf1|Cx3cl1|Irak2|Il1r1|Edn1|Serpine1|Rgs1|Myc|Ly6e|Itgb8|Has2|Ahr|Hbegf|Fpr1|Il15ra|Tnfrsf9|Adora2b|Il4ra|Ccl17|Slc11a2|Best1|Atp2b1|Ebi3|Met|Ros1,Lo_vs_Med
HALLMARK_KRAS_SIGNALING_DN,0.491906829846032,0.630649781853888,-0.23903803499892,-0.983304291885614,2491,160,Kcne2|Gdnf|Zbtb16|Grid2|Gprc5c|Edn1|Sgk1|Clstn3|Ccna1|Itgb1bp2|Fggy|Sstr4|Plag1|Thrb|Ckm|Prodh|Myh7|Dcc|P2rx6|Selenop|Kcnd1|Slc6a14|Nr6a1|Klk8|Gpr3,Lo_vs_Med
HALLMARK_APICAL_SURFACE,0.505577689243028,0.631972111553785,-0.294926538758124,-0.967816308228649,2537,42,Hspb1|Adipor2|Cx3cl1|Crybg1|Pcsk9|Gas1|Tmem8b,Lo_vs_Med
HALLMARK_HEDGEHOG_SIGNALING,0.540193561129765,0.644889948128417,-0.300337771668843,-0.944308232247886,2734,34,Tle3|Nkx6-1|Amot|Ache|Celsr1|Ophn1|Slit1,Lo_vs_Med
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.541707556427871,0.644889948128417,-0.258405063077711,-0.955037249313409,2759,77,Ptpn1|Tnfrsf12a|Il1r1|Fas|Ccr1|Ptpn2|Cd9|Il15ra|Il4ra|Cd44|Csf2ra|Ebi3,Lo_vs_Med
HALLMARK_NOTCH_SIGNALING,0.588068756319515,0.681998664428682,0.297737439282763,0.915275436796913,2907,31,Jag1|Sap30|St3gal6|Prkca|Psenen|Tcf7l2|Heyl|Fzd7,Lo_vs_Med
HALLMARK_UV_RESPONSE_UP,0.600158824697241,0.681998664428682,-0.231667081417787,-0.944831377234856,3022,150,Gch1|Nr4a1|Ephx1|Sult1a1|Fos|Alas1|Prpf3|Ago2|Ppif|Dgat1|Nxf1|Cxcl1|Ptprd|Rrad|Plcl1|Ddx21|Clcn2|Mark2|Fmo1|Pole3|Aldoa|Fkbp4|Btg2|Prkaca|Slc6a12|Msx1|Hnrnpu|Arrb2,Lo_vs_Med
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.628127522195319,0.69791946910591,0.238845860138198,0.924038984495311,3112,102,Stat2|Cdk1|Myd88|Gsk3b|Map3k7|Irak4|Camk4|Plcb1|Adcy2|Rit1|Mapk9|Pdk1|Map2k6|Prkcb|Cdkn1b|Fgf22|Pin1|Ripk1|Hsp90b1|Pik3r3|Cdk2|Plcg1|Ralb|Map2k3|Atf1|Traf2|Pla2g12a|Rptor|Vav3,Lo_vs_Med
HALLMARK_MTORC1_SIGNALING,0.655670942781511,0.712685807371208,0.221441913624589,0.931608273988406,3219,189,Idh1|Mthfd2|Rrm2|Idi1|Ak4|Ccng1|Ung|Bub1|Sdf2l1|Slc1a5|Dhfr|Asns|Gsk3b|Stard4|Sc5d|Uso1|Insig1|Fdxr|Rit1|Pdk1|Rpn1|Psmd13|Skap2|Elovl6|Ufm1|Bcat1|Dhcr7|Psph|Hsp90b1|Psmb5|Pik3r3|Fads1|Map2k3|Add3|Slc7a5|Eif2s2|Ssr1|Mcm4|Prdx1|Pnp|Ldlr,Lo_vs_Med
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.714484679665738,0.747278139596079,-0.254980284291008,-0.858703784782694,3590,48,Mgst1|Srxn1|Pdlim1|Egln2|Prdx6|Abcc1|Lsp1|Oxsr1|Prdx2|Hmox2|G6pdx|Junb|Txnrd1,Lo_vs_Med
HALLMARK_DNA_REPAIR,0.717387014012236,0.747278139596079,-0.221846530231454,-0.901841956208573,3634,145,Eif1b|Umps|Bcam|Rad52|Mpg|Ddb2|Ercc1|Rfc5|Nfx1|Zwint|Usp11|Pcna|Taf1c|Snapc4|Ercc8|Gtf2f1|Nelfe|Nt5c3|Ercc3|Pold3|Ada|Ercc5,Lo_vs_Med
HALLMARK_ANDROGEN_RESPONSE,0.807182207712712,0.823655313992563,0.222036432626321,0.845949767125783,3955,94,Ngly1|Lman1|Idi1|Mak|Camkk2|Homer2|Gucy1a1|B2m|Insig1|Adamts1|Bmpr1b|H1f0|Inpp4b|B4galt1|Tpd52|Fads1|Slc26a2|Ptpn21|Sec24d|Herc3|Cenpn|Zbtb10|Spdef,Lo_vs_Med
HALLMARK_MYC_TARGETS_V1,0.832479306267245,0.832479306267245,-0.207082894397913,-0.87045919853334,4223,190,Mrps18b|Rrp9|Odc1|Nolc1|Ruvbl2|Ppia|Myc|Ldha|Hsp90ab1|Fbl|Vdac1|Snrpd3|Ddx21|Pcna|Aimp2|Eif4h|Ppm1g|Rps5|Pole3|Pwp1|Slc25a3|Hspe1|Cct3|Cnbp|Nop56|Ran|Eif3b|Sf3b3|Rps3|Hnrnpu|Pcbp1|Ddx18|Srsf1,Lo_vs_Med
