id,SYMBOL,gene_type,PBS_01,PBS_02,PBS_03,PBS_04,Lo_05,Lo_06,Lo_07,Lo_08,Med_09,Med_10,Med_11,Med_12,Hi_13,Hi_14,Hi_15,Hi_16
ENSMUSG00000026147,Col9a1,protein_coding,1.792404005,1.629372809,0.762038476,0.413610729,0.669061888,1.267283165,0.925450298,0.188830521,0.458612872,0.700495861,0.769010715,0.981173437,0.479817457,2.136058406,3.350138513,0.854079055
ENSMUSG00000026141,Col19a1,protein_coding,2.254959877,2.085597196,2.624799195,0.965091702,2.453226922,1.900924747,1.682636905,0.944152603,1.75801601,2.101487582,1.538021429,2.452933593,2.947450095,1.620458101,2.07389527,1.0438744
ENSMUSG00000100131,NA,NA,1.272028649,2.020422284,2.624799195,1.309767309,2.787757866,2.98716746,2.355691667,1.605059425,1.834451489,3.113314937,1.879803969,2.943520311,2.399087287,1.03120061,1.994130068,1.897953455
ENSMUSG00000101939,NA,NA,4.220822334,4.953293341,11.3459062,5.997355574,17.39560908,10.22878554,14.13415,13.12372118,12.68828946,11.83059676,6.322976987,11.77408125,3.838539659,10.53297766,8.8539375,14.99383229
ENSMUSG00000101111,NA,NA,14.80178791,13.36085704,21.67576109,11.09855457,22.19055261,17.74196431,16.99463274,17.46682315,15.21066026,20.00304847,15.20932302,21.99463788,11.37852827,12.22709294,12.84219763,16.03770669
ENSMUSG00000100862,NA,NA,3.931724914,5.865742114,7.027688167,4.136107293,11.82009335,6.698496728,8.329052679,10.00801759,7.490676913,8.172451709,6.921096432,9.402912106,3.975630361,4.345773998,8.295581081,5.693860364
ENSMUSG00000102070,NA,NA,4.972475626,5.148818078,5.842294982,3.99823705,6.356087934,5.793294467,5.13204256,4.626347754,5.732660903,6.070964127,4.699509923,5.968805076,5.20944668,3.314573388,6.859807432,4.460190619
ENSMUSG00000101249,NA,NA,8.557283636,9.254837558,12.95465409,7.169252641,14.27332027,10.31930577,10.26408512,9.441526029,9.630870316,11.36359952,9.228128576,15.8623039,7.882715371,4.935031489,9.332528716,7.022427783
ENSMUSG00000073725,Lmbrd1,protein_coding,94.70831483,94.04739856,91.69862993,91.61477653,103.2585514,87.8951395,102.9773786,104.7065237,110.9843151,97.99158764,93.81930719,111.4449496,98.01985201,88.24130931,94.36223479,103.9129516
ENSMUSG00000033569,Adgrb3,protein_coding,16.47855295,17.85792599,18.79694907,20.12905549,23.30565576,18.37560589,19.60271994,17.8444842,22.08985334,20.85921008,16.23467064,18.80582421,17.41051917,17.45675318,22.97237838,17.7458648
ENSMUSG00000104221,NA,NA,0.231277936,0.586574211,0.508025651,0.206805365,1.338123776,1.176762939,0.673054762,1.132983124,1.299403138,0.23349862,0.598119445,1.30823125,0.342726755,0.441943118,1.356008446,1.897953455
ENSMUSG00000102250,NA,NA,0.231277936,0.26069965,0.423354709,0.275740486,0.780572202,0.905202261,0.420659226,1.227398384,0.917225744,0.311331494,1.281684524,1.962346874,0.685453511,0.515600305,1.914364865,2.182646473
ENSMUSG00000102317,NA,NA,0.346916904,0.521399299,0.762038476,0.206805365,1.784165034,1.176762939,0.673054762,1.416228904,1.146532181,1.323158848,0.85445635,1.471760156,1.165270968,1.325829355,2.472721284,1.138772073
ENSMUSG00000102659,NA,NA,0.115638968,0.325874562,0.254012825,0.482545851,1.226613461,0.995722487,0.16826369,1.416228904,1.75801601,0.622662987,0.598119445,2.289404687,0.685453511,0.883886237,1.595304054,1.992851127
ENSMUSG00000103924,NA,NA,0.86729226,0.586574211,1.016051301,0.965091702,1.895675349,2.081965199,1.430241369,2.832457809,2.904548191,1.478824595,2.477923414,2.452933593,1.233816319,1.178514982,4.466851351,2.467339491
ENSMUSG00000104132,NA,NA,0.404736388,0.130349825,0.508025651,0.344675608,3.010778495,0.995722487,0.673054762,0.472076301,0.993661223,0.700495861,1.452575794,1.389995703,0.753998862,1.03120061,1.914364865,1.233669746
ENSMUSG00000102747,NA,NA,0.636014324,0.586574211,0.846709418,0.89615658,2.676247551,1.810404521,1.514373214,3.21011885,4.433257765,1.790156089,2.050695239,3.43410703,1.576543074,1.694115287,4.706146959,4.744883637
ENSMUSG00000099492,NA,NA,2.197140393,2.085597196,0.846709418,0.758286337,0.669061888,1.719884295,0.757186607,1.132983124,1.452274095,1.556657468,1.110793255,0.654115625,1.507997723,0.81022905,0.398826014,0.569386036
ENSMUSG00000048874,Phf3,protein_coding,138.3042058,135.1075934,137.7596223,135.6643192,153.6612136,155.4232281,147.3989929,167.3038412,150.0428447,141.1888324,142.9505473,166.554191,139.3526987,138.4755104,152.5110676,152.9750485
ENSMUSG00000103783,NA,NA,0.28909742,1.173148423,0.931380359,0.689351215,1.67265472,1.267283165,1.009582143,1.416228904,2.063757925,1.790156089,1.452575794,1.717053515,1.028180266,1.178514982,2.07389527,2.182646473
ENSMUSG00000104315,NA,NA,1.040750712,1.238323335,1.270064127,1.447637552,3.568330068,1.991444973,1.59850506,4.909593535,4.968306116,1.167493101,3.417825399,5.396453904,2.673268691,1.620458101,4.706146959,3.985702255
ENSMUSG00000026064,Ptp4a1,protein_coding,1.329848133,3.519445269,2.201444486,4.067172171,3.679840383,1.719884295,2.608087203,2.077135726,4.662564201,1.478824595,2.734260319,3.107049218,2.536177989,2.136058406,5.424033784,6.073451055
ENSMUSG00000026058,Khdrbs2,protein_coding,4.047363882,5.800567202,7.451042876,6.204160939,7.136660137,4.254450624,5.889229167,8.686203947,10.62453154,6.849292861,6.408422622,6.050569529,5.483628084,5.303317421,6.141920608,8.920381237
ENSMUSG00000026134,Prim2,protein_coding,8.557283636,7.95133931,6.773675341,6.342031182,7.025149822,8.327860797,8.413184524,6.892314002,6.114838296,6.927125734,7.433770242,7.604094138,6.306172297,8.17594769,7.657459459,6.832632437
ENSMUSG00000103746,1700001G17Rik,NA,1.329848133,0.977623686,1.862760719,1.79231316,1.115103146,1.719884295,1.346109524,0.944152603,0.764354787,1.167493101,0.939901985,0.490586719,0.685453511,1.03120061,1.595304054,0.759181382
ENSMUSG00000004768,Rab23,protein_coding,22.37614032,17.59722634,16.68017553,20.4737311,22.19055261,24.62150149,21.45362054,21.43226409,19.41461159,22.64936617,19.73794168,22.15816679,23.23687401,23.93858558,21.93543074,21.25707869
ENSMUSG00000042215,Bag2,protein_coding,24.9780171,32.71780601,29.71950056,35.01904174,32.22648093,31.13895776,26.50153125,35.21689209,31.03280435,29.80999052,29.64963533,27.06403397,25.29323454,28.57898832,27.43922973,29.79786924
ENSMUSG00000042197,Zfp451,protein_coding,167.5608647,157.8536378,187.3767941,157.5167527,296.8404576,191.9028792,219.4999842,253.2217281,239.3194838,209.059098,204.4714045,280.2885452,164.5773879,178.1030767,182.4230186,261.0634977
ENSMUSG00000042182,Bend6,protein_coding,2.139320909,2.281121933,2.032102602,1.654442917,3.12228881,1.900924747,2.860482738,1.416228904,1.375838617,2.412819076,1.538021429,2.12587578,2.673268691,2.65165871,3.748964527,3.036725528
ENSMUSG00000026131,Dst,protein_coding,530.4359464,512.470336,435.0392988,456.7641154,429.6492423,510.3530345,415.35892,475.6640814,513.9521588,443.6473785,469.0965359,481.2655709,531.0208346,501.1634963,456.7355507,463.5751313
ENSMUSG00000103364,NA,NA,0.28909742,0.456224387,0.338683767,0.758286337,1.226613461,1.357803391,0.588922917,1.038567863,0.917225744,0.23349862,0.85445635,0.572351172,0.205636053,0.589257491,0.957182432,1.0438744
ENSMUSG00000096992,NA,NA,0.925111744,1.955247371,2.286115428,2.343794133,2.676247551,1.357803391,2.019164286,2.171550987,3.668902978,2.334986203,2.392477779,3.107049218,2.878904744,3.830173693,4.945442567,2.941827855
ENSMUSG00000102336,NA,NA,1.734584521,2.606996495,1.693418835,2.343794133,4.014371327,2.444046103,3.281141965,2.077135726,3.286725584,1.790156089,3.332379764,1.226466796,2.673268691,2.578001524,2.07389527,1.897953455
ENSMUSG00000042111,Ccdc115,protein_coding,24.05290535,26.91723881,31.49759034,25.98854082,32.0034603,21.72485425,29.44614584,28.04133231,26.37024015,26.61884271,24.52289723,26.00109608,23.51105541,26.5165871,24.56768243,28.1846088
ENSMUSG00000026127,Imp4,protein_coding,41.22529211,40.08257111,31.92094505,38.3968627,21.85602167,30.2337555,32.05423304,32.85651058,31.9500301,33.54596844,36.31439486,32.05166561,37.63139773,31.9672189,28.47617736,34.92234357
ENSMUSG00000026126,Ptpn18,protein_coding,1.676765037,0.847273861,1.185393185,1.240832188,1.561144405,1.629364069,1.009582143,0.944152603,2.063757925,1.556657468,1.452575794,2.37116914,0.959634915,1.252172169,0.957182432,0.854079055
ENSMUSG00000045174,Amer3,protein_coding,9.48239538,8.407563697,9.991171129,10.82281408,5.575515732,10.7719069,12.03085387,9.347110769,8.102160742,10.19610642,8.117335322,7.604094138,13.2977981,9.133491113,11.40642399,7.212223128
ENSMUSG00000037509,Arhgef4,protein_coding,16.13163604,14.46883055,16.84951741,17.78526136,11.82009335,10.13826532,16.15331429,12.17956858,13.45264425,14.6325802,12.2187258,11.03820117,15.07997723,13.47926511,16.27210135,8.540790546
